Date,Envelope,Account,Name,Notes,Amount
8/9/2023,Groceries ,My Account,Ranch 99,,-142
8/8/2023,Groceries ,My Account,Water,,-6
8/7/2023,Groceries ,My Account,Snack,,-2.5
8/7/2023,"Big ""one-off"" times",My Account,ESOM,,-31
8/7/2023,"Big ""one-off"" times",My Account,Slg,,-36
8/7/2023,"Big ""one-off"" times",My Account,Core T-shirt Course,,-200
8/7/2023,"Big ""one-off"" times",My Account,Core Intercession,,-60
8/6/2023,Groceries ,My Account,Farmers Market,,-48
8/4/2023,Groceries ,My Account,Costco,,-80
8/4/2023,Shopping & Fun,My Account,Atom,,-17
8/4/2023,Trips and Eating out,My Account,Expedia,,-64
8/4/2023,Trips and Eating out,My Account,Alaska Airlines,,-238
8/4/2023,Trips and Eating out,My Account,Air Bnb,,0
8/2/2023,"Big ""one-off"" times",My Account,Simona,,-17
8/2/2023,"Rent, Mortgage & Utilities ",My Account,HOA,,-633
8/2/2023,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
8/1/2023,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
8/1/2023,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
7/31/2023,Shopping & Fun,My Account,Ups,,-10
7/31/2023,Groceries ,My Account,Timeless Naturally Food,,-195
7/30/2023,"Big ""one-off"" times",My Account,Citizenship Application,,-750
7/30/2023,Shopping & Fun,My Account,Dale Hardware,,-8
7/29/2023,Groceries ,My Account,Farmers Market,,-45
7/28/2023,Shopping & Fun,My Account,Angel Studios,,-20
7/28/2023,Groceries ,My Account,Water,,-6
7/28/2023,"Big ""one-off"" times",My Account,Simona,,-663
7/28/2023,Groceries ,My Account,Costco,,-60
7/28/2023,Vehicle,My Account,Gas,,-37
7/25/2023,Vehicle,My Account,Gas ,,-40
7/24/2023,Trips and Eating out,My Account,Yah Mahal,,-40
7/24/2023,Shopping & Fun,My Account,Boheme Salon,,-60
7/23/2023,Groceries ,My Account,Ranch 99,,-26
7/23/2023,Trips and Eating out,My Account,Snacks,,-12
7/23/2023,Vehicle,My Account,Gas,,-10
7/22/2023,Shopping & Fun,My Account,Amazon,,-72
7/21/2023,"Rent, Mortgage & Utilities ",My Account,Pge,,-57
7/20/2023,Groceries ,My Account,Anthony’s,,-92
7/19/2023,Shopping & Fun,My Account,Amazon,,-104
7/17/2023,"Big ""one-off"" times",My Account,P3 Summit,,-99
7/16/2023,Shopping & Fun,My Account,Totally Tomato Seeds,,-23
7/14/2023,Shopping & Fun,My Account,YouTube,,-12
7/12/2023,Groceries ,My Account,Simona,,-9
7/12/2023,Groceries ,My Account,Sprouts,,-31
7/12/2023,Shopping & Fun,My Account,USPS ,,-23
7/10/2023,Shopping & Fun,My Account,Slg,,-4
7/8/2023,Shopping & Fun,My Account,Office Depot,,-44
7/6/2023,Groceries ,My Account,Costco Food,,-5
7/6/2023,Groceries ,My Account,Costco,,-189
7/6/2023,Vehicle,My Account,Gas,,-29
7/6/2023,"Big ""one-off"" times",My Account,Beyond The Horizon,,-95
7/6/2023,"Big ""one-off"" times",My Account,Core Mentorship,,-20
7/6/2023,Shopping & Fun,My Account,Orbis,,-30
7/6/2023,Groceries ,My Account,Water,,-6
7/2/2023,Shopping & Fun,My Account,CVS,,-6
7/2/2023,Shopping & Fun,My Account,Amazon Spanish Phrasebook,,-6
7/2/2023,Shopping & Fun,My Account,Safeway,,-6
7/2/2023,"Big ""one-off"" times",My Account,Jennifer LeClaire,,-154
7/2/2023,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
7/2/2023,"Rent, Mortgage & Utilities ",My Account,HOA,,-633
7/1/2023,"Big ""one-off"" times",My Account,Joshua Giles,,-205
7/1/2023,"Big ""one-off"" times",My Account,Jennifer Eivaz,,-31
7/1/2023,Shopping & Fun,My Account,Compassion,,-250
7/1/2023,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
7/1/2023,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
6/30/2023,Trips and Eating out,My Account,Whale Watching,,-138
6/30/2023,Shopping & Fun,My Account,Amazon,,-85
6/29/2023,Groceries ,My Account,Whole Foods,,-57
6/29/2023,Groceries ,My Account,Costco,,-333
6/29/2023,Groceries ,My Account,Costco Food,,-4
6/29/2023,"Big ""one-off"" times",My Account,Simona,,-560
6/27/2023,Shopping & Fun,My Account,Home Depot,,-18
6/27/2023,Vehicle,My Account,Gas,,-37
6/25/2023,Groceries ,My Account,Water,,-6
6/24/2023,Vehicle,My Account,Costco ,,-27
6/24/2023,Trips and Eating out,My Account,Shanghai Flavor,,-180
6/21/2023,"Rent, Mortgage & Utilities ",My Account,Pge,,-37
6/20/2023,Shopping & Fun,My Account,Post Office,,-5
6/19/2023,Shopping & Fun,My Account,Amazon,,-10
6/19/2023,Vehicle,My Account,Gas,,-31
6/18/2023,Shopping & Fun,My Account,Rachel Silk,,-35
6/15/2023,Groceries ,My Account,Grocery,,-61
6/13/2023,Trips and Eating out,My Account,Ace Train Ticket,,-50
6/13/2023,Shopping & Fun,My Account,Bike Stuff Amazon,,-48
6/11/2023,Trips and Eating out,My Account,Ace Train Ticket,,-12
6/8/2023,Groceries ,My Account,Ranch 99,,-183
6/6/2023,Shopping & Fun,My Account,Lgi,,-500
6/5/2023,Shopping & Fun,My Account,Amazon,,-10
6/5/2023,Shopping & Fun,My Account,Harvest Ministries International,,-36.66
6/5/2023,Shopping & Fun,My Account,Lgi,,-5
6/3/2023,Shopping & Fun,My Account,GNC,,-14
6/2/2023,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
6/2/2023,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
6/1/2023,Shopping & Fun,My Account,Go Beyond,,-48
6/1/2023,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
6/1/2023,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
5/30/2023,Trips and Eating out,My Account,Relics Plaiasu,,-560
5/28/2023,Groceries ,My Account,Costco,,-157
5/28/2023,Vehicle,My Account,Costco,,-31
5/26/2023,Vehicle,My Account,Costco,,-25
5/24/2023,Groceries ,My Account,Costco,,-34
5/21/2023,Groceries ,My Account,Sprouts,,-155
5/13/2023,Groceries ,My Account,Farmers Market,,-15
5/11/2023,Shopping & Fun,My Account,Laundromat,,-18
5/11/2023,Vehicle,My Account,Car Wash,,-10
5/10/2023,Groceries ,My Account,Costco,,-311
5/10/2023,Vehicle,My Account,Gas,,-27
5/9/2023,Shopping & Fun,My Account,Judy Arnold,,-20
5/8/2023,Shopping & Fun,My Account,Target,,-72
5/7/2023,Shopping & Fun,My Account,Live Locks Love,,-101
5/7/2023,Shopping & Fun,My Account,Simona,,-24
5/6/2023,Shopping & Fun,My Account,Movie,,-26
5/5/2023,Shopping & Fun,My Account,Best Buy,,-11
5/5/2023,Groceries ,My Account,Trader Joes,,-117
5/5/2023,Vehicle,My Account,gas,,-31
5/4/2023,Shopping & Fun,My Account,Amazon,,-37
5/2/2023,Groceries ,My Account,Safeway,,-196
5/2/2023,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
5/2/2023,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
5/1/2023,Shopping & Fun,My Account,Slg,,-42
5/1/2023,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
5/1/2023,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
4/30/2023,"Rent, Mortgage & Utilities ",My Account,Simona,,-550
4/30/2023,Groceries ,My Account,Water,,-5
4/30/2023,Vehicle,My Account,Gas,,-33
4/30/2023,Trips and Eating out,My Account,Food,,-63
4/29/2023,Trips and Eating out,My Account,Food,,-27
4/29/2023,Trips and Eating out,My Account,Food,,-42
4/28/2023,Vehicle,My Account,Gas,,-40
4/26/2023,Shopping & Fun,My Account,Amazon,,-50
4/24/2023,Shopping & Fun,My Account,Amazon,,-14
4/24/2023,Vehicle,My Account,Bart Ticket ,,-20
4/23/2023,Groceries ,My Account,Farmers Market,,-35
4/22/2023,Shopping & Fun,My Account,Dale Hardware,,-20
4/22/2023,"Rent, Mortgage & Utilities ",My Account,Pge,,-28
4/17/2023,"Rent, Mortgage & Utilities ",My Account,Simona,,-125
4/17/2023,"Rent, Mortgage & Utilities ",My Account,Simona,,-425
4/14/2023,Shopping & Fun,My Account,Victorinox,,-77
4/12/2023,Groceries ,My Account,Costco,,-208
4/12/2023,Vehicle,My Account,Gas,,-41
4/10/2023,Groceries ,My Account,Water,,-5
4/10/2023,Vehicle,My Account,Gas,,-15
4/9/2023,Trips and Eating out,My Account,Amazon,,-78
4/7/2023,Groceries ,My Account,Lucky,,-150
4/6/2023,Shopping & Fun,My Account,Amazon,,-38
4/4/2023,Shopping & Fun,My Account,Amazon,,-40
4/2/2023,Shopping & Fun,My Account,Costco,,-151
4/2/2023,Vehicle,My Account,Gas,,-31
4/2/2023,Groceries ,My Account,Sprouts,,-75
4/2/2023,Trips and Eating out,My Account,Theory,,-8
4/2/2023,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
4/2/2023,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
4/1/2023,Trips and Eating out,My Account,Jan Mayer,,-225
4/1/2023,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
4/1/2023,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
3/28/2023,Shopping & Fun,My Account,Dunamis,,-29
3/28/2023,Vehicle,My Account,Gas,,-32
3/27/2023,Shopping & Fun,My Account,Dynamic Project,,-5
3/27/2023,Shopping & Fun,My Account,Bethel,,-115
3/26/2023,Groceries ,My Account,Costco,,-145
3/26/2023,Shopping & Fun,My Account,Amazon,,-38
3/24/2023,Groceries ,My Account,Water,,-5
3/23/2023,Shopping & Fun,My Account,Bethel,,-165
3/22/2023,Vehicle,My Account,Geico Insurance,,-127
3/20/2023,Shopping & Fun,My Account,Amazon,,-19
3/19/2023,Vehicle,My Account,Gas,,-40
3/18/2023,Shopping & Fun,My Account,Amazon,,-117
3/18/2023,Groceries ,My Account,Amazon,,-87
3/18/2023,Shopping & Fun,My Account,Slg,,-116
3/18/2023,Shopping & Fun,My Account,Slg,,-108
3/18/2023,Shopping & Fun,My Account,Slg,,-157
3/15/2023,Shopping & Fun,My Account,Amazon,,-35
3/14/2023,Groceries ,My Account,Water,,-5
3/12/2023,Groceries ,My Account,Lucky,,-183
3/12/2023,Shopping & Fun,My Account,Amazon,,-9
3/12/2023,Shopping & Fun,My Account,Dale Hardware,,-8
3/11/2023,Shopping & Fun,My Account,movie,,-23
3/10/2023,Groceries ,My Account,Ranch 99,,-105
3/9/2023,Shopping & Fun,My Account,Slg,,-50
3/7/2023,Shopping & Fun,My Account,Pay Dar Utility,,-70
3/5/2023,Trips and Eating out,My Account,Ikes,,-28
3/5/2023,Vehicle,My Account,Gas,,-39
3/4/2023,Groceries ,My Account,Grocery,,-4
3/4/2023,Trips and Eating out,My Account,Taco Bell,,-14
3/4/2023,Trips and Eating out,My Account,Thai,,-35
3/2/2023,Vehicle,My Account,Gas,,-40
3/2/2023,Groceries ,My Account,Costco,,-69
3/2/2023,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
3/2/2023,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
3/1/2023,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
3/1/2023,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
2/27/2023,Shopping & Fun,My Account,ACE Hardware,,-17
2/26/2023,Groceries ,My Account,Ranch 99,,-126
2/23/2023,Groceries ,My Account,Water,,-5
2/21/2023,Shopping & Fun,My Account,Slg,,-127
2/21/2023,Shopping & Fun,My Account,Slg,,-142
2/19/2023,Shopping & Fun,My Account,Amazon,,-110
2/19/2023,Groceries ,My Account,Amazon,,-85
2/19/2023,Shopping & Fun,My Account,Enviro-One,,-110
2/18/2023,"Rent, Mortgage & Utilities ",My Account,Pge,,-60
2/16/2023,Shopping & Fun,My Account,Soapl,,-255
2/16/2023,Groceries ,My Account,Costco,,-78
2/15/2023,Shopping & Fun,My Account,Slg,,-64
2/14/2023,Shopping & Fun,My Account,Target,,-25
2/14/2023,Groceries ,My Account,TJ,,-98
2/14/2023,Groceries ,My Account,Water,,-5
2/12/2023,Shopping & Fun,My Account,Slg,,-143
2/9/2023,Shopping & Fun,My Account,Slg,,-150
2/6/2023,Groceries ,My Account,Costco,,-275
2/6/2023,Vehicle,My Account,Gas,,-29
2/5/2023,Groceries ,My Account,Water,,-6
2/3/2023,Shopping & Fun,My Account,Slg,,-90
2/3/2023,Shopping & Fun,My Account,Slg,,-30
2/2/2023,Shopping & Fun,My Account,Slg,,-110
2/2/2023,Shopping & Fun,My Account,Slg,,-92
2/2/2023,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
2/2/2023,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
2/1/2023,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
2/1/2023,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
1/31/2023,Shopping & Fun,My Account,Slg,,-15
1/31/2023,Shopping & Fun,My Account,Eventbrite,,-138
1/31/2023,Groceries ,My Account,Ranch 99,,-89
1/30/2023,Shopping & Fun,My Account,USPS ,,-12
1/30/2023,Groceries ,My Account,Water,,-3
1/30/2023,Shopping & Fun,My Account,APR,,-67
1/29/2023,Vehicle,My Account,Gas,,-33
1/27/2023,Trips and Eating out,My Account,Theory,,-7
1/24/2023,Groceries ,My Account,Sprouts,,-13
1/22/2023,Groceries ,My Account,Costco,,-247
1/21/2023,"Rent, Mortgage & Utilities ",My Account,Pge,,-76
1/21/2023,Trips and Eating out,My Account,McDonald's,,-5
1/21/2023,Vehicle,My Account,Gas,,-34
1/20/2023,Trips and Eating out,My Account,Redding Accommodation,,-800
1/20/2023,Shopping & Fun,My Account,Scam,,"-1,200.00"
1/17/2023,Vehicle,My Account,DMV Registration Renewal,,-160
1/17/2023,Shopping & Fun,My Account,Slg,,-154
1/17/2023,Shopping & Fun,My Account,Slg,,-168
1/16/2023,Groceries ,My Account,Sprouts,,-36
1/16/2023,Groceries ,My Account,Trader Joes,,-28
1/14/2023,Groceries ,My Account,Water,,-3
1/13/2023,Shopping & Fun,My Account,Slg,,-96
1/13/2023,Groceries ,My Account,Sprouts,,-238
1/11/2023,Groceries ,My Account,Costco,,-104
1/11/2023,Shopping & Fun,My Account,USPS HD To Lucy,,-40
1/9/2023,Trips and Eating out,My Account,Lyft,,-8
1/7/2023,Shopping & Fun,My Account,Slg,,-70
1/6/2023,Shopping & Fun,My Account,Target,,-8
1/6/2023,Groceries ,My Account,Food Maxx,,-8
1/3/2023,Shopping & Fun,My Account,Slg,,-129
1/3/2023,Trips and Eating out,My Account,Hearth,,-8
1/3/2023,Groceries ,My Account,Water,,-3
1/2/2023,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
1/2/2023,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
1/1/2023,Shopping & Fun,My Account,Amazon,,-64
1/1/2023,Shopping & Fun,My Account,Amazon,,-50
1/1/2023,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
1/1/2023,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
12/30/2022,Vehicle,My Account,Gas,,-49
12/30/2022,Groceries ,My Account,Sprouts,,-124
12/30/2022,Shopping & Fun,My Account,Heaven In Business,,-7
12/28/2022,Trips and Eating out,My Account,Redding Accommodation,,-350
12/28/2022,Vehicle,My Account,Gas,,-28
12/28/2022,Groceries ,My Account,Costco,,-78
12/28/2022,Trips and Eating out,My Account,Lyft,,-15
12/28/2022,Shopping & Fun,My Account,Slg,,-30
12/23/2022,Shopping & Fun,My Account,Slg,,-30
12/23/2022,Trips and Eating out,My Account,Food Truck ,,-11
12/23/2022,Vehicle,My Account,Gas,,-30
12/21/2022,Shopping & Fun,My Account,Bethel,,-150
12/21/2022,Vehicle,My Account,Gas,,-25
12/21/2022,Groceries ,My Account,Costco,,-367
12/21/2022,"Rent, Mortgage & Utilities ",My Account,Pge,,-84
12/20/2022,Groceries ,My Account,Water,,-5
12/16/2022,Shopping & Fun,My Account,Slg,,-14
12/12/2022,Groceries ,My Account,Ranch 99,,-95
12/12/2022,Groceries ,My Account,Water,,-5
12/11/2022,Trips and Eating out,My Account,Coffee,,-4
12/8/2022,Shopping & Fun,My Account,Slg,,-12
12/6/2022,Shopping & Fun,My Account,Amazon Earbuds,,-17
12/6/2022,Vehicle,My Account,Gas,,-21
12/6/2022,Groceries ,My Account,Costco,,-252
12/6/2022,Shopping & Fun,My Account,Kohl's,,-8
12/4/2022,Groceries ,My Account,Water,,-5
12/3/2022,Shopping & Fun,My Account,Amazon,,-120
12/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
12/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
12/1/2022,Groceries ,My Account,Foodmaxx,,-10
12/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
12/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
11/29/2022,Groceries ,My Account,Ranch 99,,-142
11/28/2022,Shopping & Fun,My Account,Obsessed Garage,,-108
11/27/2022,Vehicle,My Account,Gas,,-29
11/27/2022,Trips and Eating out,My Account,Taco Bell,,-15
11/25/2022,Shopping & Fun,My Account,Coffee,,-10
11/25/2022,Shopping & Fun,My Account,Amazon,,-14
11/23/2022,Groceries ,My Account,Costco,,-33
11/23/2022,Vehicle,My Account,Gas,,-31
11/22/2022,Vehicle,My Account,Gas,,-35
11/22/2022,Shopping & Fun,My Account,USPS ,,-19
11/21/2022,Groceries ,My Account,Water,,-5
11/20/2022,"Rent, Mortgage & Utilities ",My Account,Pge,,-68
11/20/2022,Groceries ,My Account,Farmers Market,,-14
11/20/2022,Groceries ,My Account,Farmers Market,,-25
11/20/2022,Groceries ,My Account,Farmers Market,,-20
11/20/2022,Groceries ,My Account,Farmers Market,,-23
11/20/2022,Shopping & Fun,My Account,Home Depot ,,-57
11/18/2022,Shopping & Fun,My Account,Home Depot ,,-36
11/18/2022,Groceries ,My Account,Safeway,,-138
11/17/2022,Shopping & Fun,My Account,Slg,,-70
11/15/2022,Shopping & Fun,My Account,Amazon ,,-500
11/15/2022,Groceries ,My Account,Amazon ,,-15
11/15/2022,Shopping & Fun,My Account,Dale Hardware,,-14
11/15/2022,Shopping & Fun,My Account,Amazon ,,-9
11/14/2022,Trips and Eating out,My Account,Hotel,,-368
11/13/2022,Trips and Eating out,My Account,Momo Kebab,,-47
11/13/2022,Shopping & Fun,My Account,Amazon,,-55
11/12/2022,Groceries ,My Account,Water,,-5
11/10/2022,Shopping & Fun,My Account,USPS ,,-20
11/9/2022,Groceries ,My Account,Costco,,-239
11/8/2022,Groceries ,My Account,Lunch,,-9
11/7/2022,Shopping & Fun,My Account,Amazon,,-1
11/6/2022,Shopping & Fun,My Account,Obsessed Garage,,-194
11/6/2022,Shopping & Fun,My Account,Amazon,,0
11/5/2022,Shopping & Fun,My Account,Amazon,,-43
11/4/2022,Shopping & Fun,My Account,Amazon,,-12
11/4/2022,Groceries ,My Account,Water,,-5
11/3/2022,Shopping & Fun,My Account,DL Renewal,,-41
11/3/2022,Shopping & Fun,My Account,Target,,-93
11/3/2022,Shopping & Fun,My Account,Trader Joes,,-8.8
11/3/2022,Shopping & Fun,My Account,Amazon,,-43
11/3/2022,Groceries ,My Account,Amazon,,-81
11/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
11/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
11/1/2022,Groceries ,My Account,Ranch 99,,-64
11/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
11/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
10/30/2022,Groceries ,My Account,Costco Renewal,,-60
10/30/2022,Vehicle,My Account,Geico Insurance,,-125
10/28/2022,Shopping & Fun,My Account,USPS ,,-20
10/26/2022,Groceries ,My Account,Water,,-5
10/24/2022,Vehicle,My Account,Costco,,-29
10/24/2022,Groceries ,My Account,Costco,,-284
10/24/2022,Shopping & Fun,My Account,Costco,,-43
10/24/2022,Vehicle,My Account,Gas,,-25
10/23/2022,Vehicle,My Account,Gas,,-35
10/20/2022,"Rent, Mortgage & Utilities ",My Account,Pge,,-7
10/18/2022,Shopping & Fun,My Account,Slg,,-35
10/17/2022,Shopping & Fun,My Account,Newspaper,,-4
10/17/2022,Groceries ,My Account,Water,,-5
10/16/2022,Groceries ,My Account,Lucky,,-206
10/14/2022,Groceries ,My Account,Ranch99,,-47
10/11/2022,Groceries ,My Account,Trader Joes,,-30
10/9/2022,Shopping & Fun,My Account,Amazon,,-10
10/9/2022,Vehicle,My Account,Gas,,-38
10/8/2022,Groceries ,My Account,Water,,-5
10/5/2022,Groceries ,My Account,Foodmaxx,,-56
10/5/2022,Shopping & Fun,My Account,Target,,-42
10/2/2022,Shopping & Fun,My Account,Slg,,-32
10/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
10/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
10/1/2022,Shopping & Fun,My Account,Target,,0
10/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
10/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
9/30/2022,Shopping & Fun,My Account,Harbor Freight,,-15
9/30/2022,Groceries ,My Account,Costco,,-164
9/28/2022,Groceries ,My Account,Water,,-5
9/27/2022,Groceries ,My Account,Ranch 99,,-37
9/26/2022,Trips and Eating out,My Account,Lyft,,-41
9/22/2022,Groceries ,My Account,Grocery,,-55
9/22/2022,"Rent, Mortgage & Utilities ",My Account,Pge,,-84
9/21/2022,Trips and Eating out,My Account,Lift,,-35
9/21/2022,Trips and Eating out,My Account,Coffee,,-4
9/20/2022,Shopping & Fun,My Account,Amazon,,-95
9/19/2022,Groceries ,My Account,Lucky,,-17
9/19/2022,Vehicle,My Account,Brake Oil,,-5
9/18/2022,Vehicle,My Account,Gas,,-31
9/18/2022,Trips and Eating out,My Account,McDonald's,,-5
9/17/2022,Vehicle,My Account,Gas,,-44
9/16/2022,Shopping & Fun,My Account,Backk Market,,-273
9/16/2022,Groceries ,My Account,Water,,-3
9/9/2022,Shopping & Fun,My Account,Lowes,,-4
9/9/2022,Groceries ,My Account,Costco,,-229
9/8/2022,Groceries ,My Account,Water,,-4
9/5/2022,Trips and Eating out,My Account,McDonald's,,-6
9/5/2022,Vehicle,My Account,Gas,,-28
9/3/2022,Trips and Eating out,My Account,McDonald's,,-6
9/3/2022,Vehicle,My Account,Gas ,,-25
9/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
9/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
9/1/2022,Shopping & Fun,My Account,Target,,-36
9/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
9/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
8/31/2022,Shopping & Fun,My Account,Amazon Book,,-7
8/30/2022,Shopping & Fun,My Account,Amazon,,-10
8/29/2022,Groceries ,My Account,Water,,-4
8/28/2022,Groceries ,My Account,Costco,,-180
8/28/2022,Vehicle,My Account,Gas,,-39
8/28/2022,Trips and Eating out,My Account,Melt,,-22
8/27/2022,Shopping & Fun,My Account,Amazon,,-2
8/24/2022,Groceries ,My Account,Ranch99,,-25
8/22/2022,Trips and Eating out,My Account,Lunch,,-17
8/21/2022,Trips and Eating out,My Account,Burger King,,-26
8/20/2022,Groceries ,My Account,Water,,-4
8/20/2022,"Rent, Mortgage & Utilities ",My Account,Pge,,-58
8/18/2022,Groceries ,My Account,Lucky,,-103
8/17/2022,Trips and Eating out,My Account,Fengs Flight To Chicago,,-166
8/17/2022,Shopping & Fun,My Account,Amazon,,-45
8/17/2022,Trips and Eating out,My Account,Spirit,,-51
8/16/2022,Vehicle,My Account,Gas,,-43
8/14/2022,Shopping & Fun,My Account,Amazon,,-13
8/14/2022,Shopping & Fun,My Account,Amazon,,-114
8/14/2022,Groceries ,My Account,Amazon,,-111
8/12/2022,Groceries ,My Account,Food Maxx,,-25
8/12/2022,Trips and Eating out,My Account,Indian Food,,-42
8/11/2022,Groceries ,My Account,Water,,-4
8/11/2022,Trips and Eating out,My Account,Engagement Anniversary,,-36
8/9/2022,Groceries ,My Account,Costco,,-33
8/8/2022,Shopping & Fun,My Account,Dale,,-3
8/7/2022,Shopping & Fun,My Account,Amazon,,-9
8/7/2022,Vehicle,My Account,Gas,,-21
8/6/2022,Vehicle,My Account,Gas,,-11
8/2/2022,Groceries ,My Account,Water,,-4
8/2/2022,Groceries ,My Account,Costco,,-101
8/2/2022,Vehicle,My Account,Gas,,-37
8/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
8/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
8/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
8/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
7/29/2022,Groceries ,My Account,Ranch 99,,-75
7/26/2022,Groceries ,My Account,Water,,-4
7/25/2022,Shopping & Fun,My Account,Amazon,,-10
7/24/2022,Groceries ,My Account,Grocery,,-10
7/24/2022,Groceries ,My Account,Gas,,-38
7/23/2022,Trips and Eating out,My Account,Donations,,-30
7/22/2022,Trips and Eating out,My Account,Airbnb In Fresno,,-150
7/22/2022,Trips and Eating out,My Account,Taco Bell,,-12
7/21/2022,"Rent, Mortgage & Utilities ",My Account,Pge,,-62
7/21/2022,Groceries ,My Account,Lucky,,-32
7/21/2022,Shopping & Fun,My Account,Amazon,,-1
7/21/2022,Shopping & Fun,My Account,Amazon,,-6
7/19/2022,Groceries ,My Account,Costco,,-64
7/19/2022,Groceries ,My Account,Gas,,-35
7/19/2022,Shopping & Fun,My Account,Amazon,,-10
7/17/2022,Vehicle,My Account,Gas,,-23
7/17/2022,Groceries ,My Account,Sprouts,,-59
7/15/2022,Groceries ,My Account,Ranch 99,,-37
7/15/2022,Groceries ,My Account,Water,,-4
7/14/2022,Shopping & Fun,My Account,Amazon ,,-4
7/11/2022,Shopping & Fun,My Account,Amazon ,,-59
7/11/2022,Shopping & Fun,My Account,Amazon ,,-29
7/10/2022,Shopping & Fun,My Account,Amazon,,-18
7/8/2022,Shopping & Fun,My Account,Salon,,-58
7/6/2022,Groceries ,My Account,Water,,-4
7/6/2022,Groceries ,My Account,Costco ,,-112
7/6/2022,Shopping & Fun,My Account,USPS ,,-38
7/5/2022,Shopping & Fun,My Account,Amazon ,,-6
7/4/2022,Shopping & Fun,My Account,Home Depot ,,-36
7/4/2022,Groceries ,My Account,Ranch 99,,-75
7/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
7/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
7/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
7/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
6/28/2022,Groceries ,My Account,Water,,-4
6/27/2022,Shopping & Fun,My Account,Portable AC,,-250
6/26/2022,Shopping & Fun,My Account,Target,,-28
6/25/2022,Vehicle,My Account,Gas,,-38
6/24/2022,Vehicle,My Account,Gas,,-15
6/23/2022,Shopping & Fun,My Account,CVS,,-16
6/23/2022,Groceries ,My Account,Lucky,,-110
6/23/2022,Vehicle,My Account,Gas,,-57
6/23/2022,Vehicle,My Account,Gas,,-30
