Date,Envelope,Account,Name,Notes,Amount
12/4/2019,Groceries ,My Account,Costco ,,-86
12/4/2019,Shopping & Fun,My Account,Target,,-82
12/2/2019,Trips and Eating out,My Account,Lift,,-55
12/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
12/1/2019,Groceries ,My Account,Smith Grocery,,-28
12/1/2019,Shopping & Fun,My Account,REI (Recreational Equipment),,-24
12/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
12/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
11/30/2019,Trips and Eating out,My Account,Airbnb In Moab,,-57
11/29/2019,Shopping & Fun,My Account,Trader Joes,,-48
11/29/2019,Groceries ,My Account,Trader Joes,,-48
11/29/2019,Groceries ,My Account,Moon Grocery,,-18
11/29/2019,Shopping & Fun,My Account,Books,,-31
11/28/2019,Vehicle,My Account,Gas,,-33
11/27/2019,Trips and Eating out,My Account,dinner,,-23
11/27/2019,Groceries ,My Account,Grocery,,-18
11/27/2019,Trips and Eating out,My Account,Taco Bell,,-14
11/27/2019,Shopping & Fun,My Account,REI Climbing Shoes,,-50
11/26/2019,Trips and Eating out,My Account,Chipotle,,-10
11/26/2019,Shopping & Fun,My Account,Gear Room,,-86
11/25/2019,Vehicle,My Account,Gas ,,-43
11/25/2019,Shopping & Fun,My Account,Gear Head,,-84
11/23/2019,Shopping & Fun,My Account,Heater,,-40
11/23/2019,Groceries ,My Account,Grocery,,-68
11/22/2019,Trips and Eating out,My Account,Light Rail,,-5
11/22/2019,Trips and Eating out,My Account,McDonald's,,-11
11/22/2019,Trips and Eating out,My Account,Uber,,-25
11/20/2019,Groceries ,My Account,Wal Mart,,-42
11/19/2019,Trips and Eating out,My Account,Uber,,-50
11/17/2019,Groceries ,My Account,Target,,-160
11/17/2019,Groceries ,My Account, Target,,-65
11/17/2019,Vehicle,My Account,Arco,,-33
11/17/2019,Trips and Eating out,My Account,Taco Bell,,-8
11/14/2019,Shopping & Fun,My Account,Blick,,-15
11/14/2019,Trips and Eating out,My Account,Khan Peena,,-15
11/12/2019,Trips and Eating out,My Account,Flights To Grandpa,,-600
11/12/2019,Vehicle,My Account,Gas,,-5
11/12/2019,Shopping & Fun,My Account,Bed Bath & Beyond,,-5
11/12/2019,Shopping & Fun,My Account,Michael's Stores,,-17
11/12/2019,Vehicle,My Account,Gas ,,-33
11/12/2019,Shopping & Fun,My Account,Good Will,,-5
11/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
11/9/2019,Shopping & Fun,My Account,T J Max,,-35
11/9/2019,Trips and Eating out,My Account, Chinese Buffet,,-25
11/4/2019,Shopping & Fun,My Account,Amazon Lockbox And Seeds,,-35
11/4/2019,Groceries ,My Account,Costco ,,-247
11/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
11/1/2019,Trips and Eating out,My Account,Enjoy Vegetarian ,,-28
11/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
11/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
10/30/2019,Groceries ,My Account,Costco Member Renew,,-60
10/30/2019,Trips and Eating out,My Account,Ikes,,-35
10/30/2019,Trips and Eating out,My Account,Creamery,,-10
10/30/2019,Vehicle,My Account,Gas ,,-35
10/25/2019,Groceries ,My Account,Lion,,-118
10/25/2019,Groceries ,My Account,Foodmaxx,,-140
10/25/2019,Trips and Eating out,My Account,De Afgan,,-12
10/24/2019,Trips and Eating out,My Account,Spirit Flight To Betts Graduation,,-621
10/24/2019,Trips and Eating out,My Account,Car Rental For Bretts Graduaion,,-428
10/20/2019,Trips and Eating out,My Account,Turmeric,,-32
10/20/2019,Vehicle,My Account,Gas,,-40
10/18/2019,Shopping & Fun,My Account,Goodwill,,-6
10/18/2019,Groceries ,My Account,Grocery,,-40
10/18/2019,Trips and Eating out,My Account,Subway,,-10
10/15/2019,Groceries ,My Account,China Town,,-28
10/15/2019,Groceries ,My Account,China Town,,-44
10/15/2019,Trips and Eating out,My Account,Mings Tasty,,-22
10/14/2019,Vehicle,My Account,Car Insurance ,,-133
10/13/2019,Shopping & Fun,My Account,ACE Hardware,,-13
10/13/2019,Shopping & Fun,My Account,Home Depot,,-9
10/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
10/11/2019,Groceries ,My Account,Costco ,,-214
10/11/2019,Shopping & Fun,My Account,ACE Hardware,,-12
10/8/2019,Vehicle,My Account,Weimar Gas,,-20
10/6/2019,Groceries ,My Account,Fruit Stand,,-10
10/6/2019,Vehicle,My Account,Super,,-32
10/4/2019,Shopping & Fun,My Account,Bed Bath & Beyond,,-54
10/4/2019,Shopping & Fun,My Account,Home Depot,,-45
10/3/2019,Shopping & Fun,My Account,Good Will,,-32
10/3/2019,Trips and Eating out,My Account,Meet Fresh,,-15
10/3/2019,Shopping & Fun,My Account,JoAnn Stores,,-288
10/2/2019,Shopping & Fun,My Account,Amazon,,-150
10/2/2019,Trips and Eating out,My Account,Spirit,,-223
10/2/2019,Shopping & Fun,My Account,IKEA,,-146
10/2/2019,Groceries ,My Account,Wal Mart,,-45
10/2/2019,Shopping & Fun,My Account,Inverity,,-27
10/2/2019,Shopping & Fun,My Account,Property Assessment Apeal Fee,,-50
10/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
10/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
10/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
9/26/2019,Groceries ,My Account,Lion,,-44
9/24/2019,Trips and Eating out,My Account,Lunch At Work,,-8
9/24/2019,Trips and Eating out,My Account,Uber,,-20
9/24/2019,Trips and Eating out,My Account,McDonald's,,-7
9/24/2019,Trips and Eating out,My Account,Coffee,,-2
9/23/2019,Trips and Eating out,My Account,Coffee,,-4
9/22/2019,Groceries ,My Account,Graeters,,-60
9/21/2019,Trips and Eating out,My Account,Thai Kitchen,,-33
9/20/2019,Shopping & Fun,My Account,Chipotle,,-9
9/20/2019,Groceries ,My Account,Dorothy Lane Market,,-15
9/20/2019,Trips and Eating out,My Account,Buger Anr Coffee,,-17
9/20/2019,Trips and Eating out,My Account,Uber,,-20
9/19/2019,Shopping & Fun,My Account,Brrrr Book,,-10
9/19/2019,Shopping & Fun,My Account,Best Buy,,-22
9/19/2019,Trips and Eating out,My Account, Golden Corral ,,-43
9/18/2019,Shopping & Fun,My Account,Copy Pool Key,,-27
9/17/2019,Trips and Eating out,My Account,Airport ,,-15
9/17/2019,Trips and Eating out,My Account, Airport,,-8
9/13/2019,Groceries ,My Account,Lion Food,,-27
9/13/2019,Shopping & Fun,My Account,Amazon,,-76
9/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
9/10/2019,Groceries ,My Account,Costco ,,-200
9/8/2019,Groceries ,My Account,Target,,-6
9/8/2019,Vehicle,My Account,Gas,,-24
9/8/2019,Trips and Eating out,My Account,Camping,,-51
9/8/2019,Trips and Eating out,My Account,Taco Bell,,-13
9/6/2019,Vehicle,My Account,gas station,,-25
9/5/2019,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
9/2/2019,Groceries ,My Account,Lion,,-100
9/2/2019,Trips and Eating out,My Account,Indian Food,,-23
9/2/2019,Vehicle,My Account,Gas,,-27
9/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
9/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
9/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
8/28/2019,Groceries ,My Account,Food Max,,-72
8/27/2019,Groceries ,My Account,Snack,,-2
8/25/2019,Trips and Eating out,My Account,I Tea,,-12
8/25/2019,Shopping & Fun,My Account, Carwash,,-6
8/25/2019,Shopping & Fun,My Account,Home Depot,,-42
8/23/2019,Trips and Eating out,My Account,Fengs Flight To Grandma,,-358
8/22/2019,Trips and Eating out,My Account,American Airlines,,-340
8/22/2019,Trips and Eating out,My Account,Extended Stay,,-360
8/19/2019,Shopping & Fun,My Account, Amazon,,-205
8/19/2019,Groceries ,My Account,Costco ,,-112
8/19/2019,Vehicle,My Account,Costco ,,-27
8/18/2019,Shopping & Fun,My Account,Home Depot,,-15
8/18/2019,Shopping & Fun,My Account,JoAnn Stores,,-39
8/18/2019,Groceries ,My Account,Farmers Market,,-29
8/16/2019,Trips and Eating out,My Account, Airport,,-12
8/12/2019,Groceries ,My Account, Wal-Mart,,-9
8/12/2019,Groceries ,My Account,Wal-Mart,,-37
8/12/2019,Groceries ,My Account,Grocery,,-70
8/12/2019,Groceries ,My Account,Whole Foods,,-153
8/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
8/5/2019,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
8/4/2019,Shopping & Fun,My Account,Wal Mart,,-9
8/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
8/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
8/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
7/30/2019,Groceries ,My Account,Lion,,-17
7/30/2019,Trips and Eating out,My Account,Panera,,-5
7/29/2019,Vehicle,My Account,Parking In SF,,-5
7/29/2019,Vehicle,My Account,Gas,,-20
7/28/2019,Trips and Eating out,My Account,Uber,,-22
7/27/2019,Groceries ,My Account,Condomm,,-18
7/27/2019,Shopping & Fun,My Account,Spanish App,,-5
7/26/2019,Trips and Eating out,My Account,Coffee Plus Ice,,-5
7/24/2019,Trips and Eating out,My Account,Peet's Coffee,,-7
7/24/2019,Trips and Eating out,My Account,Uber,,-18
7/22/2019,Shopping & Fun,My Account,Kindle Book,,-10
7/17/2019,Shopping & Fun,My Account,Waffle Makers,,-45
7/14/2019,Groceries ,My Account,Bob's,,-62
7/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
7/11/2019,Groceries ,My Account,Costco ,,-103
7/8/2019,Shopping & Fun,My Account,Backcountry,,-51
7/5/2019,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
7/4/2019,Groceries ,My Account,Big Lots,,-17
7/4/2019,Groceries ,My Account,Lion Food,,-56
7/3/2019,Vehicle,My Account,Gas,,-25
7/3/2019,Trips and Eating out,My Account,Tumeric Merced,,-44
7/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
7/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
7/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
6/30/2019,Vehicle,My Account,Gas,,-30
6/28/2019,Groceries ,My Account,Costco ,,-212
6/26/2019,Shopping & Fun,My Account,JoAnn Stores,,-113
6/25/2019,Trips and Eating out,My Account,B Smooth,,-9
6/20/2019,Groceries ,My Account,Costco ,,-88
6/20/2019,Vehicle,My Account,Gas,,-29
6/19/2019,Shopping & Fun,My Account,Ashley Black,,-146
6/19/2019,Trips and Eating out,My Account,Spirit Flight To Chicago,,-418
6/16/2019,"Rent, Mortgage & Utilities ",My Account,Statefarm Insurance,,-296
6/16/2019,Groceries ,My Account,Foodmaxx,,-15
6/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
6/9/2019,Groceries ,My Account,Costco ,,-64
6/6/2019,Trips and Eating out,My Account, Yogurt Shop. ,,-7
6/5/2019,Shopping & Fun,My Account,JoAnn Stores,,-86
6/5/2019,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
6/4/2019,Shopping & Fun,My Account,Amazon,,-75
6/2/2019,Trips and Eating out,My Account,Lunch With Xiaofei,,-40
6/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
6/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
6/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
5/30/2019,Groceries ,My Account,Lion Food,,-84
5/29/2019,Vehicle,My Account,Arco,,-31
5/28/2019,Shopping & Fun,My Account,Amazon Teapot ,,-134
5/24/2019,Groceries ,My Account,Costco ,,-122
5/19/2019,Vehicle,My Account,Gas,,-35
5/16/2019,Groceries ,My Account,Grocery,,-56
5/15/2019,Trips and Eating out,My Account,Airport Lunch,,-5
5/15/2019,Trips and Eating out,My Account,Panda Express,,-8
5/15/2019,Trips and Eating out,My Account,Ben & Jerry's,,-5
5/12/2019,Shopping & Fun,My Account,Menards,,-50
5/12/2019,Shopping & Fun,My Account,Ryans,,-40
5/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
5/9/2019,Groceries ,My Account,Ranch 99,,-18
5/5/2019,Groceries ,My Account,Lucky,,-1
5/5/2019,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
5/3/2019,Shopping & Fun,My Account,Lowes,,-36
5/3/2019,Groceries ,My Account,Costco ,,-176
5/3/2019,Vehicle,My Account,Gas,,-31
5/2/2019,Shopping & Fun,My Account,Amazon,,-20
5/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
5/1/2019,Vehicle,My Account,Arco,,-36
5/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
5/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
4/30/2019,Groceries ,My Account,Ranch 99,,-75
4/28/2019,Groceries ,My Account,Grocery Outlet,,-200
4/24/2019,Trips and Eating out,My Account,Taco Bell,,-8
4/24/2019,Shopping & Fun,My Account,Chevron,,-20
4/24/2019,Groceries ,My Account,Food Max,,-66
4/23/2019,Vehicle,My Account,Arco,,-23
4/17/2019,Trips and Eating out,My Account,Veggie Restaurant,,-50
4/17/2019,Vehicle,My Account,Arco,,-20
4/17/2019,Shopping & Fun,My Account,Amazon-trtl,,-95
4/16/2019,Shopping & Fun,My Account,Indigogo,,-45
4/15/2019,Shopping & Fun,My Account,Amazon,,-35
4/15/2019,Groceries ,My Account,99 Ranch,,-110
4/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
4/9/2019,Groceries ,My Account,99 Ranch,,-96
4/5/2019,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
4/4/2019,Vehicle,My Account,Car Insurance ,,-133.48
4/2/2019,Shopping & Fun,My Account,Blick,,-45
4/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
4/1/2019,Groceries ,My Account,Costco ,,-70
4/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
4/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
3/27/2019,Shopping & Fun,My Account,Ian Markow,,-175
3/27/2019,Groceries ,My Account,Lion Food,,-37
3/20/2019,Vehicle,My Account,Gas,,-27
3/17/2019,Groceries ,My Account,Costco ,,-251
3/15/2019,Trips and Eating out,My Account,Heather's Birthday,,-200
3/13/2019,Shopping & Fun,My Account,Light From Home depot,,-24
3/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
3/10/2019,Groceries ,My Account,Wal Mart,,-61
3/8/2019,Groceries ,My Account,Lion,,-47
3/8/2019,Shopping & Fun,My Account,Amazon,,-7
3/5/2019,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
3/3/2019,Trips and Eating out,My Account,Taco Bell,,-4
3/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
3/1/2019,Trips and Eating out,My Account,Pilot,,-8
3/1/2019,Vehicle,My Account,Pilot,,-27
3/1/2019,Trips and Eating out,My Account,Taco Bell,,-5
3/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
3/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
2/27/2019,Groceries ,My Account,Lion,,-89
2/24/2019,Groceries ,My Account,Food Maxx,,-31
2/24/2019,"Rent, Mortgage & Utilities ",My Account,Pge,,-58
2/22/2019,Vehicle,My Account,Gas,,-26
2/22/2019,Trips and Eating out,My Account,National Park Anual Pass,,-80
2/19/2019,Shopping & Fun,My Account,JoAnn Stores,,-2.2
2/17/2019,Groceries ,My Account,Costco ,,-142
2/13/2019,Trips and Eating out,My Account,Skiing At Yosemite,,-80
2/13/2019,Trips and Eating out,My Account,Tumeric Merced,,-70
2/12/2019,Vehicle,My Account,Gas,,-14
2/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
2/10/2019,Groceries ,My Account,Whole Foods,,-138
2/7/2019,Shopping & Fun,My Account,Free Solo,,-38
2/6/2019,Trips and Eating out,My Account,Bun Mi Before The Movie,,-10
2/6/2019,Groceries ,My Account,Lion,,-53
2/5/2019,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
2/4/2019,Shopping & Fun,My Account,Bed Bath & Beyond,,-5
2/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
2/1/2019,Vehicle,My Account,Gas,,-20
2/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
2/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-69
1/31/2019,Groceries ,My Account,Costco ,,-153
1/31/2019,Trips and Eating out,My Account,Costco ,,-5
1/27/2019,Groceries ,My Account,Lucky,,-22.28
1/27/2019,Trips and Eating out,My Account,Chipotle,,-9
1/27/2019,Trips and Eating out,My Account,Coit Tower,,-56
1/25/2019,Groceries ,My Account,Lucky,,-56.65
1/23/2019,"Rent, Mortgage & Utilities ",My Account,Pge,,-84
1/23/2019,Shopping & Fun,My Account,Fengs New Drivers License ,,-36
1/22/2019,Shopping & Fun,My Account,Pyrex,,-70
1/22/2019,Shopping & Fun,My Account,Bed Bath & Beyond,,-20
1/20/2019,Shopping & Fun,My Account,Catnip For Jackson,,-3
1/20/2019,Groceries ,My Account,Food Maxx,,-76
1/20/2019,Shopping & Fun,My Account,Target Bedding Sheets,,-65
1/14/2019,Vehicle,My Account,Costco ,,-24
1/14/2019,Groceries ,My Account,Costco ,,-228
1/12/2019,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
1/10/2019,Shopping & Fun,My Account,Home Depot Jar Rack Materials,,-38
1/9/2019,Groceries ,My Account,Lion,,-48
1/8/2019,Shopping & Fun,My Account,Dog Drug For Little Aunt,,-171
1/6/2019,Groceries ,My Account,Target,,-56
1/6/2019,Shopping & Fun,My Account,Amazon,,-7.5
1/5/2019,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
1/4/2019,Vehicle,My Account,DMV Registration Renewal,,-179
1/2/2019,Groceries ,My Account,Lion,,-86
1/2/2019,Trips and Eating out,My Account,McDonald's,,-4
1/2/2019,Vehicle,My Account,Gas,,-24
1/2/2019,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
1/1/2019,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
1/1/2019,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
12/30/2018,Trips and Eating out,My Account,Pie,,-30
12/30/2018,Trips and Eating out,My Account,McDonald's,,-200
12/30/2018,Trips and Eating out,My Account,Coffee,,-2
12/30/2018,Vehicle,My Account,Gas,,-27
12/30/2018,Trips and Eating out,My Account,Breakfast Lone Pine,,-41
12/29/2018,Trips and Eating out,My Account,McDonald's,,-7
12/29/2018,Vehicle,My Account,Gas,,-20
12/28/2018,Groceries ,My Account,Albertson's,,-6
12/27/2018,Trips and Eating out,My Account,miscellaneous,,-5
12/27/2018,Trips and Eating out,My Account,Coffee,,-2
12/27/2018,Trips and Eating out,My Account,Food Groupon,,-10
12/26/2018,Groceries ,My Account,Smith's,,-97
12/26/2018,Trips and Eating out,My Account,Burger King,,-6
12/24/2018,Trips and Eating out,My Account,Chinese Restaurant ,,-30
12/24/2018,Trips and Eating out,My Account,McDonald's,,-5
12/23/2018,Trips and Eating out,My Account,Chinese Restaurant ,,-36
12/22/2018,Vehicle,My Account,Gas,,-19
12/21/2018,Groceries ,My Account,Albertans,,-20
12/20/2018,Vehicle,My Account,Mobil,,-30
12/19/2018,Groceries ,My Account,Coffee ,,-4
12/19/2018,Vehicle,My Account,Arco,,-27
12/19/2018,Groceries ,My Account,Wholefoods,,-49
12/19/2018,Vehicle,My Account,Arco,,-18
12/17/2018,Shopping & Fun,My Account,JoAnn Stores,,-21
12/17/2018,Groceries ,My Account,Costco ,,-88
12/17/2018,Groceries ,My Account,Costco Food,,-5
12/17/2018,Shopping & Fun,My Account,Post Office Package To Chacigo,,-14
12/15/2018,Groceries ,My Account,Walmart,,-63
12/14/2018,Shopping & Fun,My Account,Sand Papers,,-8
12/12/2018,Shopping & Fun,My Account,Gift For Carlos The Driver,,-10
12/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
12/7/2018,Groceries ,My Account,Costco ,,-167
12/5/2018,Shopping & Fun,My Account,Redrocks Guidebook,,-11
12/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
12/4/2018,Vehicle,My Account,Arco,,-27
12/3/2018,Shopping & Fun,My Account,JoAnn Stores,,-133.96
12/3/2018,Shopping & Fun,My Account,Target,,-67
12/3/2018,Shopping & Fun,My Account,IKEA,,-32
12/3/2018,Groceries ,My Account,Wholefoods,,-111
12/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
12/1/2018,Shopping & Fun,My Account,Poshmark,,-32
12/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
12/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
11/30/2018,Shopping & Fun,My Account,Makita Router,,-139
11/28/2018,Shopping & Fun,My Account,Home Depot,,-25
11/27/2018,Shopping & Fun,My Account,Facia Blaster,,-140
11/26/2018,Groceries ,My Account,Lion Food,,-66
11/26/2018,Groceries ,My Account,Cafeteria ,,-7
11/23/2018,Trips and Eating out,My Account,Chevron,,-14
11/23/2018,Vehicle,My Account,Gas,,-24
11/23/2018,Trips and Eating out,My Account,Taco Bell,,-31
11/21/2018,Shopping & Fun,My Account,Dales,,-37
11/21/2018,Shopping & Fun,My Account,Home Depot,,-110
11/21/2018,Shopping & Fun,My Account,Big Lots,,-9
11/19/2018,Shopping & Fun,My Account,Home Depot,,-5
11/19/2018,Shopping & Fun,My Account,Hulbert Lumber ,,-84
11/18/2018,Shopping & Fun,My Account,Target,,-122
11/18/2018,Groceries ,My Account,Costco ,,-221
11/18/2018,Shopping & Fun,My Account,Sallys,,-9
11/16/2018,Shopping & Fun,My Account,Sallys,,-11
11/15/2018,Shopping & Fun,My Account,Amazon Router Bits,,-35
11/14/2018,Shopping & Fun,My Account,Sallys,,-1.52
11/13/2018,Groceries ,My Account,Ranch 99,,-124
11/13/2018,Shopping & Fun,My Account,Sallys,,-12
11/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
11/11/2018,Trips and Eating out,My Account,Golden Lotus,,-25
11/11/2018,Shopping & Fun,My Account,Fellow Batber,,-95
11/11/2018,Groceries ,My Account,Sprouts,,-50
11/10/2018,Trips and Eating out,My Account,Quickly,,-11
11/10/2018,Trips and Eating out,My Account,Turmeric,,-26
11/9/2018,Vehicle,My Account,Gas,,-25
11/9/2018,Groceries ,My Account,Walmart,,-11
11/8/2018,Vehicle,My Account,Arco,,-26
11/8/2018,Shopping & Fun,My Account,Parking,,-8
11/8/2018,Trips and Eating out,My Account,E Tea,,-6
11/8/2018,Trips and Eating out,My Account,Good Luck Chinese,,-20
11/5/2018,Trips and Eating out,My Account,IKEA,,-1
11/5/2018,Shopping & Fun,My Account,Home Depot,,-203
11/5/2018,Shopping & Fun,My Account,IKEA,,-91.62
11/5/2018,Trips and Eating out,My Account,Coupa Cafe,,-18
11/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
11/2/2018,Groceries ,My Account,Costco ,,-178
11/2/2018,Shopping & Fun,My Account,Costco ,,-60
11/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
11/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
11/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
10/31/2018,Vehicle,My Account,Arco,,-30
10/29/2018,Shopping & Fun,My Account,Amazon,,-39
10/26/2018,Shopping & Fun,My Account,Dales,,-52
10/25/2018,Shopping & Fun,My Account,Good Will,,-8
10/24/2018,Groceries ,My Account,Costco ,,-92
10/24/2018,Trips and Eating out,My Account,Costco Food,,-6
10/24/2018,Vehicle,My Account,Costco ,,-26
10/23/2018,Vehicle,My Account,Valero,,-11
10/19/2018,Groceries ,My Account,Trader Joes,,-21.73
10/19/2018,Trips and Eating out,My Account,BR31,,-3.5
10/19/2018,Groceries ,My Account,Liom,,-28
10/18/2018,Shopping & Fun,My Account,Trtl - Gift For Mom And Dad,,-60
10/18/2018,Vehicle,My Account,Arco,,-30
10/14/2018,Trips and Eating out,My Account,Dunkin Donuts,,-2.5
10/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
10/10/2018,Vehicle,My Account,Arco,,-30
10/8/2018,Groceries ,My Account,Safeway,,-23
10/7/2018,Trips and Eating out,My Account,Food,,-8
10/7/2018,Groceries ,My Account,Costco ,,-125
10/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
10/3/2018,Shopping & Fun,My Account,Heat Shrink Tube,,-16
10/3/2018,Vehicle,My Account,Car Insurance ,,-143
10/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
10/1/2018,Vehicle,My Account,Shell,,-25
10/1/2018,Vehicle,My Account,Gas,,-25
10/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
10/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
9/27/2018,Shopping & Fun,My Account,Home Depot,,-20
9/27/2018,Shopping & Fun,My Account,Amazon,,-30
9/27/2018,Shopping & Fun,My Account,Fresh Farm,,-26
9/26/2018,Groceries ,My Account,Costco ,,-165
9/26/2018,Vehicle,My Account,Gas,,-31
9/23/2018,Shopping & Fun,My Account,Home Depot,,-15
9/23/2018,Shopping & Fun,My Account,Amazon Lighting Project,,-41
9/21/2018,Groceries ,My Account,Ranch 99,,-32
9/19/2018,Shopping & Fun,My Account,Indian Food,,-40
9/16/2018,Trips and Eating out,My Account,Kathmandu,,-35
9/16/2018,Groceries ,My Account,Strawberry,,-2.5
9/16/2018,Vehicle,My Account,Gas,,-28
9/16/2018,Trips and Eating out,My Account,Strawberry,,-20
9/15/2018,Trips and Eating out,My Account,Strawberry,,-18
9/14/2018,Vehicle,My Account,Gas,,-15
9/13/2018,Shopping & Fun,My Account,Amazon,,-32
9/13/2018,Shopping & Fun,My Account,Passion Planner,,-65
9/12/2018,Shopping & Fun,My Account,Home Depot,,-6
9/12/2018,Groceries ,My Account,Farm Fresh,,-45
9/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
9/11/2018,Groceries ,My Account,Ranch 99,,-70
9/6/2018,Groceries ,My Account,Costco ,,-180
9/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
9/4/2018,Trips and Eating out,My Account,Uber To Home,,-23
9/4/2018,Trips and Eating out,My Account,Airport Lunch,,-19
9/3/2018,Trips and Eating out,My Account,Roxberry,,-7
